"CustomerID";"Age";"MaritalStatus";"Sex";"Education"
"1198";19;"Single";"Male";"Master"
"1199";34;"Divorced";"Female";"Master"
"1201";16;"Single";"Male";"Bachelor"
"1202";53;"Divorced";"Female";"Bachelor"
"1205";18;"Single";"Male";"Master"
"1206";49;"Divorced";"Female";"Bachelor"
"1210";34;"Single";"Female";"Master"
"1212";38;"Single";"Female";"Bachelor"
"1215";32;"Single";"Male";"Master"
"1219";45;"Single";"Female";"Master"
"1220";38;"Divorced";"Female";"Master"
"1225";50;"Single";"Male";"Bachelor"
"1227";41;"Single";"Female";"Master"
"1228";36;"Single";"Female";"Master"
"1233";55;"Divorced";"Female";"Master"
"1236";40;"Divorced";"Male";"Bachelor"
"1237";23;"Single";"Female";"Bachelor"
"1241";32;"Single";"Female";"Master"
"1244";28;"Single";"Female";"Master"
"1248";32;"Single";"Female";"Master"
"1250";40;"Divorced";"Female";"Bachelor"
"1253";34;"Divorced";"Female";"Master"
"1255";9;"Single";"Female";"Bachelor"
"1256";39;"Single";"Male";"Master"
"1257";24;"Single";"Female";"Bachelor"
"1259";15;"Married";"Female";"Bachelor"
"1263";38;"Single";"Male";"Master"
"1266";39;"Divorced";"Female";"Master"
"1272";41;"Single";"Female";"Master"
"1275";25;"Divorced";"Female";"Bachelor"
"1277";43;"Divorced";"Male";"Bachelor"
"1280";35;"Divorced";"Male";"Master"
"1281";32;"Single";"Male";"Bachelor"
"1282";48;"Divorced";"Female";"Master"
"1287";15;"Single";"Female";"Master"
"1288";53;"Divorced";"Female";"High School"
"1290";37;"Single";"Male";"Master"
"1292";30;"Married";"Male";"Bachelor"
"1294";22;"Single";"Female";"Master"
"1296";49;"Single";"Female";"Master"
"1297";24;"Married";"Female";"Master"
"1299";33;"Single";"Female";"Master"
"1301";31;"Divorced";"Female";"Master"
"1302";50;"Single";"Male";"Master"
"1306";47;"Single";"Male";"Master"
"1310";32;"Single";"Female";"Master"
"1315";26;"Single";"Male";"Bachelor"
"1316";62;"Married";"Male";"Master"
"1318";33;"Single";"Male";"Master"
"1319";46;"Divorced";"Female";"Master"
"1320";24;"Divorced";"Female";"Master"
"1322";32;"Divorced";"Female";"Master"
"1323";44;"Divorced";"Female";"Master"
"1325";40;"Divorced";"Female";"Master"
"1329";24;"Single";"Female";"Bachelor"
"1342";28;"Single";"Female";"Master"
"1345";28;"Married";"Male";"High School"
"1346";40;"Single";"Female";"High School"
"1347";45;"Divorced";"Female";"Master"
"1349";32;"Divorced";"Female";"High School"
"1356";48;"Divorced";"Female";"Bachelor"
"1357";35;"Single";"Female";"Bachelor"
"1359";39;"Married";"Female";"Master"
"1362";48;"Married";"Female";"Master"
"1364";38;"Divorced";"Female";"High School"
"1369";43;"Single";"Female";"Master"
"1377";22;"Single";"Female";"Master"
"1378";50;"Single";"Female";"Master"
"1379";55;"Married";"Male";"Bachelor"
"1381";48;"Single";"Female";"Master"
"1382";26;"Divorced";"Male";"Master"
"1384";22;"Married";"Female";"Bachelor"
"1385";28;"Single";"Male";"Master"
"1388";32;"Single";"Female";"Master"
"1391";47;"Single";"Male";"Master"
"1392";50;"Single";"Female";"Master"
"1393";35;"Married";"Female";"Bachelor"
"1394";36;"Single";"Female";"Bachelor"
"1399";28;"Married";"Female";"Bachelor"
"1400";14;"Single";"Male";"Master"
"1407";52;"Single";"Female";"Bachelor"
"1412";45;"Single";"Female";"Bachelor"
"1414";15;"Single";"Female";"Master"
"1415";45;"Divorced";"Female";"Master"
"1416";40;"Married";"Female";"Bachelor"
"1417";37;"Single";"Male";"Master"
"1419";26;"Divorced";"Female";"Bachelor"
"1421";47;"Single";"Male";"Master"
"1424";36;"Divorced";"Female";"Master"
"1425";45;"Single";"Female";"High School"
"1427";40;"Single";"Male";"Master"
"1430";55;"Divorced";"Male";"Master"
"1433";52;"Divorced";"Male";"High School"
"1434";34;"Divorced";"Female";"Bachelor"
"1438";32;"Married";"Male";"Bachelor"
"1439";26;"Married";"Male";"Master"
"1441";50;"Divorced";"Female";"Bachelor"
"1443";25;"Single";"Female";"Master"
"1444";40;"Divorced";"Male";"Bachelor"
"1445";23;"Married";"Female";"Master"
"1456";30;"Single";"Female";"Master"
"1457";46;"Single";"Female";"Bachelor"
"1458";41;"Divorced";"Female";"Master"
"1459";34;"Single";"Male";"Master"
"1462";35;"Divorced";"Male";"Bachelor"
"1465";54;"Divorced";"Female";"Master"
"1466";31;"Divorced";"Female";"Bachelor"
"1467";38;"Divorced";"Male";"Master"
"1472";45;"Single";"Male";"Master"
"1474";51;"Divorced";"Female";"Bachelor"
"1480";36;"Divorced";"Male";"Bachelor"
"1488";34;"Divorced";"Female";"Master"
"1491";12;"Single";"Female";"Master"
"1492";20;"Divorced";"Female";"Master"
"1493";28;"Single";"Female";"Bachelor"
"1494";36;"Single";"Male";"Bachelor"
"1498";33;"Single";"Male";"Master"
"1499";17;"Single";"Female";"Bachelor"
"1503";36;"Single";"Female";"Master"
"1504";33;"Single";"Female";"Master"
"1506";38;"Divorced";"Male";"Master"
"1507";35;"Divorced";"Female";"Master"
"1514";33;"Single";"Female";"Master"
"1518";24;"Single";"Female";"Master"
"1519";30;"Single";"Male";"High School"
"1520";30;"Single";"Male";"Master"
"1521";28;"Single";"Female";"Master"
"1526";45;"Divorced";"Female";"Master"
"1528";36;"Married";"Female";"Master"
"1530";28;"Divorced";"Female";"Master"
"1531";21;"Single";"Female";"Master"
"1532";22;"Divorced";"Male";"Master"
"1536";30;"Single";"Female";"Master"
"1537";29;"Divorced";"Female";"Master"
"1538";36;"Single";"Female";"High School"
"1542";33;"Single";"Female";"Master"
"1544";44;"Single";"Male";"Master"
"1546";39;"Single";"Female";"Bachelor"
"1547";21;"Single";"Female";"Master"
"1548";39;"Single";"Male";"Master"
"1549";17;"Divorced";"Male";"Master"
"1553";14;"Married";"Female";"Master"
"1554";29;"Single";"Female";"Master"
"1555";45;"Divorced";"Female";"Bachelor"
"1556";37;"Divorced";"Female";"Master"
"1563";34;"Single";"Female";"Bachelor"
"1564";45;"Single";"Female";"Master"
"1565";32;"Single";"Female";"Master"
"1568";37;"Divorced";"Male";"Bachelor"
"1570";25;"Single";"Female";"High School"
"1573";45;"Single";"Male";"Bachelor"
"1576";25;"Divorced";"Female";"Bachelor"
"1577";50;"Divorced";"Male";"Master"
"1578";36;"Divorced";"Female";"Master"
"1580";39;"Married";"Female";"Master"
"1581";13;"Married";"Female";"Bachelor"
"1582";46;"Single";"Female";"Master"
"1584";44;"Single";"Female";"Master"
"1587";58;"Divorced";"Female";"Master"
"1590";41;"Single";"Female";"Master"
"1592";34;"Divorced";"Female";"Bachelor"
"1593";37;"Single";"Female";"Master"
"1595";16;"Married";"Female";"Bachelor"
"1598";47;"Married";"Female";"Master"
"1599";51;"Divorced";"Male";"Bachelor"
"1601";20;"Single";"Female";"Bachelor"
"1604";23;"Single";"Male";"Master"
"1605";10;"Divorced";"Male";"Bachelor"
"1607";21;"Single";"Female";"Master"
"1610";31;"Divorced";"Male";"Master"
"1612";41;"Single";"Male";"Master"
"1613";37;"Single";"Male";"Master"
"1614";20;"Divorced";"Male";"Bachelor"
"1616";41;"Married";"Female";"Master"
"1617";33;"Divorced";"Male";"Bachelor"
"1618";32;"Divorced";"Female";"Bachelor"
"1619";60;"Single";"Female";"Master"
"1629";35;"Divorced";"Female";"Master"
"1633";41;"Single";"Female";"Master"
"1635";38;"Divorced";"Male";"Master"
"1639";35;"Single";"Female";"Master"
"1641";41;"Single";"Female";"Master"
"1643";19;"Single";"Female";"Master"
"1644";51;"Single";"Female";"Master"
"1645";34;"Single";"Female";"Master"
"1647";47;"Single";"Female";"Master"
"1651";38;"Divorced";"Male";"Master"
"1652";29;"Single";"Male";"Master"
"1657";45;"Divorced";"Male";"Master"
"1658";15;"Single";"Female";"Master"
"1659";52;"Single";"Male";"Master"
"1661";28;"Single";"Male";"Bachelor"
"1663";46;"Divorced";"Female";"Bachelor"
"1666";37;"Single";"Male";"Master"
"1667";45;"Single";"Male";"Master"
"1669";22;"Divorced";"Female";"Bachelor"
"1673";31;"Single";"Female";"Master"
"1674";32;"Married";"Male";"Master"
"1675";44;"Married";"Male";"Bachelor"
"1676";38;"Single";"Female";"Master"
"1678";32;"Single";"Female";"Master"
"1680";29;"Single";"Female";"Master"
"1681";34;"Single";"Female";"Master"
"1684";42;"Single";"Female";"Master"
"1685";26;"Single";"Female";"Bachelor"
"1687";31;"Married";"Female";"Bachelor"
"1690";30;"Single";"Female";"Master"
"1694";26;"Single";"Female";"Master"
"1695";38;"Divorced";"Female";"Master"
"1696";37;"Divorced";"Female";"Master"
"1697";42;"Single";"Female";"Bachelor"
"1699";52;"Single";"Female";"Bachelor"
"1700";28;"Single";"Female";"Master"
"1701";29;"Single";"Female";"Master"
"1702";35;"Married";"Female";"Master"
"1705";29;"Married";"Female";"Master"
"1709";24;"Divorced";"Female";"Bachelor"
"1711";27;"Divorced";"Female";"Master"
"1715";13;"Single";"Male";"High School"
"1718";51;"Single";"Female";"Bachelor"
"1719";36;"Single";"Female";"Master"
"1720";31;"Single";"Male";"Master"
"1721";30;"Divorced";"Female";"Master"
"1725";32;"Single";"Female";"Bachelor"
"1726";37;"Divorced";"Female";"High School"
"1727";39;"Divorced";"Male";"Master"
"1732";48;"Divorced";"Female";"Bachelor"
"1733";27;"Divorced";"Female";"Master"
"1734";26;"Single";"Male";"Bachelor"
"1736";57;"Single";"Female";"Master"
"1737";35;"Divorced";"Male";"Master"
"1741";38;"Single";"Female";"Master"
"1742";32;"Divorced";"Female";"Master"
"1744";46;"Single";"Female";"Master"
"1746";26;"Married";"Female";"Master"
"1749";33;"Single";"Female";"Master"
"1750";31;"Single";"Female";"Master"
"1751";36;"Divorced";"Male";"Bachelor"
"1753";38;"Single";"Female";"High School"
"1754";44;"Divorced";"Female";"Master"
"1758";38;"Divorced";"Female";"High School"
"1762";41;"Single";"Male";"Bachelor"
"1763";25;"Divorced";"Female";"Bachelor"
"1764";26;"Divorced";"Female";"Bachelor"
"1765";32;"Single";"Female";"Bachelor"
"1766";28;"Single";"Male";"Master"
"1768";31;"Single";"Female";"Master"
"1770";33;"Single";"Female";"Master"
"1773";27;"Married";"Male";"Master"
"1776";34;"Divorced";"Female";"Bachelor"
"1777";32;"Single";"Male";"Bachelor"
"1781";42;"Single";"Female";"High School"
"1783";51;"Single";"Male";"Master"
"1786";39;"Single";"Female";"High School"
"1788";29;"Single";"Female";"Bachelor"
"1795";48;"Divorced";"Female";"Master"
"1797";25;"Divorced";"Female";"Master"
"1798";23;"Single";"Female";"Master"
"1799";41;"Single";"Female";"Master"
"1800";28;"Divorced";"Female";"Bachelor"
"1802";38;"Single";"Female";"High School"
"1803";36;"Divorced";"Female";"Master"
"1806";44;"Single";"Male";"Master"
"1808";46;"Divorced";"Female";"Master"
"1809";48;"Married";"Male";"High School"
"1811";26;"Divorced";"Female";"Master"
"1823";41;"Single";"Female";"Master"
"1824";35;"Single";"Male";"Bachelor"
"1825";24;"Single";"Male";"Bachelor"
"1826";33;"Divorced";"Female";"Bachelor"
"1827";30;"Divorced";"Female";"Bachelor"
"1829";39;"Divorced";"Male";"Master"
"1830";43;"Divorced";"Female";"Bachelor"
"1831";42;"Married";"Male";"Master"
"1832";50;"Divorced";"Female";"Master"
"1833";38;"Single";"Female";"Master"
"1835";57;"Single";"Female";"Master"
"1840";27;"Single";"Female";"Master"
"1841";40;"Single";"Female";"Master"
"1850";45;"Divorced";"Female";"Master"
"1851";31;"Divorced";"Male";"Master"
"1852";29;"Married";"Female";"Master"
"1853";38;"Single";"Male";"High School"
"1854";33;"Single";"Female";"Master"
"1855";32;"Married";"Female";"Master"
"1857";41;"Divorced";"Female";"Bachelor"
"1860";43;"Divorced";"Female";"Master"
"1865";32;"Divorced";"Female";"Bachelor"
"1869";45;"Divorced";"Female";"Bachelor"
"1870";41;"Single";"Male";"Bachelor"
"1872";32;"Divorced";"Male";"Master"
"1873";38;"Married";"Male";"Bachelor"
"1874";48;"Single";"Female";"Master"
"1877";35;"Divorced";"Female";"Bachelor"
"1878";40;"Single";"Female";"Bachelor"
"1879";31;"Divorced";"Female";"Bachelor"
"1882";50;"Divorced";"Male";"Master"
"1883";46;"Single";"Female";"Master"
"1885";54;"Divorced";"Female";"Bachelor"
"1888";20;"Single";"Female";"Bachelor"
"1890";43;"Single";"Female";"High School"
"1891";41;"Single";"Female";"Master"
"1893";10;"Divorced";"Female";"Master"
"1894";37;"Divorced";"Female";"Master"
"1895";21;"Divorced";"Female";"Master"
"1899";36;"Divorced";"Female";"Master"
"1900";43;"Divorced";"Female";"Master"
"1901";63;"Divorced";"Male";"Master"
"1902";24;"Divorced";"Female";"Master"
"1909";25;"Single";"Female";"Bachelor"
"1912";34;"Single";"Female";"Bachelor"
"1913";18;"Married";"Female";"Master"
"1914";27;"Single";"Male";"Master"
"1915";27;"Single";"Male";"Bachelor"
"1916";47;"Single";"Female";"Master"
"1917";33;"Single";"Female";"Master"
"1920";29;"Divorced";"Female";"Master"
"1921";26;"Divorced";"Female";"Master"
"1922";44;"Single";"Female";"Master"
"1923";30;"Single";"Female";"Master"
"1924";42;"Divorced";"Male";"High School"
"1927";54;"Single";"Male";"Master"
"1930";49;"Divorced";"Female";"Master"
"1934";38;"Divorced";"Female";"Bachelor"
"1938";48;"Married";"Male";"Master"
"1940";32;"Divorced";"Female";"Master"
"1942";35;"Single";"Female";"Master"
"1943";61;"Divorced";"Female";"Bachelor"
"1944";33;"Divorced";"Female";"Master"
"1946";37;"Single";"Female";"Master"
"1950";28;"Single";"Female";"Master"
"1951";35;"Divorced";"Female";"High School"
"1952";61;"Single";"Female";"Master"
"1955";31;"Divorced";"Male";"Master"
"1959";27;"Divorced";"Female";"Master"
"1960";37;"Single";"Female";"Master"
"1963";40;"Single";"Female";"Master"
"1971";32;"Single";"Female";"Bachelor"
"1976";18;"Divorced";"Female";"High School"
"1977";36;"Married";"Male";"Bachelor"
"1978";8;"Single";"Male";"Master"
"1979";35;"Single";"Male";"Master"
"1981";30;"Married";"Female";"Bachelor"
"1983";35;"Single";"Female";"High School"
"1988";25;"Single";"Female";"Bachelor"
"1989";38;"Married";"Female";"Master"
"1992";23;"Single";"Female";"Master"
"1996";30;"Divorced";"Female";"Master"
"1997";27;"Single";"Female";"High School"
"2002";32;"Divorced";"Female";"Bachelor"
"2003";53;"Single";"Female";"Master"
"2004";32;"Divorced";"Female";"Master"
"2005";42;"Divorced";"Female";"Master"
"2006";49;"Divorced";"Female";"Master"
"2007";55;"Divorced";"Female";"Master"
"2013";28;"Married";"Male";"Master"
"2014";35;"Single";"Female";"Master"
"2016";42;"Single";"Male";"Bachelor"
"2017";51;"Single";"Female";"Master"
"2018";38;"Single";"Female";"Master"
"2020";36;"Married";"Female";"Master"
"2023";45;"Divorced";"Female";"Master"
"2024";38;"Single";"Female";"Master"
"2027";46;"Married";"Male";"Master"
"2029";46;"Married";"Male";"Bachelor"
"2030";44;"Married";"Female";"Bachelor"
"2031";37;"Divorced";"Male";"Bachelor"
"2033";23;"Single";"Female";"Bachelor"
"2034";35;"Divorced";"Female";"Master"
"2035";34;"Divorced";"Male";"Master"
"2039";33;"Divorced";"Female";"Master"
"2042";41;"Divorced";"Male";"Master"
"2043";39;"Single";"Female";"High School"
"2044";34;"Divorced";"Male";"Bachelor"
"2046";35;"Single";"Female";"Master"
"2050";40;"Single";"Female";"Master"
"2052";19;"Single";"Female";"Master"
"2054";34;"Single";"Female";"Bachelor"
"2056";26;"Single";"Male";"High School"
"2058";33;"Single";"Female";"Bachelor"
"2060";55;"Divorced";"Female";"Master"
"2061";45;"Divorced";"Female";"Master"
"2062";28;"Divorced";"Female";"Bachelor"
"2067";22;"Divorced";"Female";"Master"
"2068";33;"Divorced";"Female";"Master"
"2072";63;"Single";"Female";"High School"
"2074";38;"Divorced";"Male";"Master"
"2076";26;"Divorced";"Female";"Master"
"2080";29;"Divorced";"Female";"Bachelor"
"2082";50;"Single";"Female";"Master"
"2084";34;"Single";"Female";"Master"
"2086";27;"Single";"Female";"High School"
"2087";27;"Divorced";"Male";"Master"
"2090";35;"Married";"Male";"Master"
